,PFAF_ID,Glob_importance_biod_abs,Glob_importance_carbonwater_abs,Ground_Water_Qual_Mexico_abs,NCP_global_abs,NCP_local_abs,STARR_abs,START_abs,Superf_Water_Qual_Mexico_abs,WRI_WaterRisk_bwd_raw_abs,WRI_WaterRisk_bws_raw_abs,WRI_WaterRisk_cep_raw_abs,WRI_WaterRisk_drr_raw_abs,WRI_WaterRisk_udw_raw_abs,Water_Qual_Mexico_abs,deforestation_abs,ecological_intactness_abs,land_degradation_abs,terr_acidification_NH3_abs,Unnamed: 0,Glob_importance_biod,Glob_importance_carbonwater,Ground_Water_Qual_Mexico,NCP_global,NCP_local,STARR,START,Superf_Water_Qual_Mexico,WRI_WaterRisk_bwd_raw,WRI_WaterRisk_bws_raw,WRI_WaterRisk_cep_raw,WRI_WaterRisk_drr_raw,WRI_WaterRisk_udw_raw,Water_Qual_Mexico,deforestation,ecological_intactness,land_degradation,terr_acidification_NH3,Category_L4_LCA,Global Warming Potential_pton(kg CO2-Eq_pton),Land Use_pton (m2_pton),Water Pollution_pton (kg P eq_pton),Land Transformation_pton (m2_pton),Soil Pollution_pton (kg SO2 eq_pton),Water Us_pton (m3_pton),Updated_crop_weight_in_tonnes,merge_ind_abs,Global Warming Potential(kg CO2-Eq),Land Use (m2)_TOTAL,Freshwater Pollution (kg P-eq)_TOTAL,Land Transformation (m2)_TOTAL,Soil Pollution (kg SO2-eq)_TOTAL,Freshwater Use (m3)_TOTAL,ISO3,Country_ISO3,CF WC hierarchist species-eq·yr/m3_EE_end,CF WC all  species-eq·yr/m3_EE_end,merge_ind_cf,Acidification - Terrestrial ecosystems,Water consumption - terrestrial ecosystems,Land use - occupation and transformation,Eutrophication - Freshwater ecosystems,Water consumption -aquatic ecosystems,Endpoint_landuse,Endpoint_landtrans,Endpoint_water_pollution,Endpoint_water_use,Endpoint_soil_pollution,biodiversity_theme_risk,land_theme_risk,water_theme_risk,landuse_rel_risk,soilpoll_rel_risk,landtrans_rel_risk,wateruse_rel_risk,waterpoll_rel_risk,biodiversity_theme_score,water_theme_score,land_theme_score,EP_risk_landuse,EP_risk_landtrans,EP_risk_soilpoll,EP_risk_wateruse,EP_risk_waterpoll,EP_risk_landuse_pton,EP_risk_landtrans_pton,EP_risk_soilpoll_pton,EP_risk_wateruse_pton,EP_risk_waterpoll_pton,Total_EP_risk,Total_EP_risk_pton,biodiversity_theme_score_pton,water_theme_score_pton,land_theme_score_pton,Quantity_Rank,Quantity_Rank_ABC,Quantity_Class
53,7714704,24.379533560988737,75.91743309440426,1.2112201656865846,1.4855420862472135,7.150697149216116,22.1940744134964,165.3549787800434,1.8824950586776348,0.5045557219331072,1.0191063707146415,0.0430203654217006,2.6004277175909256,0.0230754100570229,1.8824950586776348,0.1290036018921582,0.938594862540008,-0.4389830501732872,3.861039876737827e-12,53,2.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,3.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,7003,both,589862.6899391186,10371443.000000002,98.18204253796277,350150.0,2184.9360287235363,560.2399313132826,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.09209841384000002,0.0031093320000000002,6.588015054297303e-05,5.4130438187482494e-06,0.00046320643808938966,4.5,2.0,3.8,3.3333333333333335,3.0,4.5,4.0,3.5,0.4144428622800001,0.0001261163510876993,0.0467440165771341,0.30699471280000007,0.013991994,0.001389619314268169,2.1652175274992998e-05,0.00023058052690040558,4.383760000000001e-05,1.998e-06,1.9843200260862043e-07,3.0918428209328857e-09,3.2925964143996225e-08,0.32262855881644364,4.607004980957356e-05,5.918076000000001e-05,1.8008903482464555e-08,6.674856001304312e-06,13.0,M,1
35,7714503,38.533688328624216,67.72252926382464,1.1899910879234328,0.964060001513646,7.423819453069209,84.54630980842674,111.58973980811624,2.2448591823982365,0.1921490493865852,0.6507416865898717,0.18579225538476474,2.4837620218430776,0.0337699615111815,2.2448591823982365,0.0,0.8944188915983671,-0.0710813075986004,6.389567299203807e-12,35,4.0,3.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,5.0,0.0,4.0,3.0,5.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,5823,both,490471.28994937707,8623863.000000002,81.63844548030234,291150.0,1816.776023883643,465.83994288694055,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.07657990344000003,0.002585412,5.4779396917282867e-05,4.500950186573048e-06,0.0003851565170633323,4.0,4.0,3.0,4.0,5.0,3.5,2.3333333333333335,4.0,0.3063196137600001,0.00011480990238556763,0.11583274645265837,0.3063196137600001,0.009048942,0.0019257825853166615,1.050221710200378e-05,0.00021911758766913147,5.260512000000002e-05,1.554e-06,3.307200043477007e-07,1.8035749788775168e-09,3.762967330742426e-08,0.31752395815008794,5.452927325263403e-05,5.260512000000002e-05,1.971662414315089e-08,1.9892280002173857e-05,16.0,P,1
52,7714703,19.23705238812952,72.53891169897615,1.2133184021100774,1.0145353671846578,8.33296995998129,6.700742554960761,37.64689205342758,2.304613683020633,0.410451111883478,0.8583821656878541,0.043020365423984,2.60968991996258,0.0255776696328803,2.304613683020633,0.0026484077706988,0.9143053666693906,0.0195741500287472,4.484405704618571e-12,52,2.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,1.0,5.0,3.0,5.0,3.0,4.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,6186,both,521046.77994622133,9161466.000000002,86.7277045751589,309300.0,1930.0320253725254,494.8799393265695,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.08135381808000003,0.0027465840000000003,5.819428976993162e-05,4.781534922572708e-06,0.00040916678937897536,4.0,3.5,3.8,3.3333333333333335,4.0,4.5,3.3333333333333335,4.5,0.3254152723200001,0.00013890637685330066,0.12284906069875799,0.2711793936000001,0.012359628000000001,0.0016366671575159014,1.5938449741909027e-05,0.0002618743039646923,4.3837600000000015e-05,1.998e-06,2.645760034781606e-07,2.5765356841107382e-09,4.233338247085229e-08,0.2854535015112226,4.614508592163314e-05,5.260512000000002e-05,2.2454959077481517e-08,1.9859208001739087e-05,15.0,O,1
56,7714707,38.6484742206235,37.59669664268585,1.2469952787769785,0.5193812293914868,3.3893232913669067,14.84726318944844,59.52288369304557,1.5986514538369303,0.5201528776978417,1.019122733063549,0.359103412582434,2.580951551258993,0.0284130683734262,1.5986514538369303,0.0,0.9553329725405836,0.4655958202188249,3.861040152665253e-12,56,4.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,1.0,0.0,5.0,5.0,4.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,5259,both,442965.5699542803,7788579.000000001,73.7311668866409,262950.0,1640.808021570338,420.7199484187567,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.06916258152000002,0.002334996,4.947361298093605e-05,4.065000348821511e-06,0.00034785130057291165,2.75,4.5,3.4,3.3333333333333335,4.0,3.0,4.0,2.5,0.19019709918000005,6.997201692381309e-05,0.17360215640114585,0.23054193840000006,0.007004988,0.0013914052022916466,1.6260001395286044e-05,0.00012368403245234012,4.383760000000001e-05,1.3320000000000001e-06,2.645760034781606e-07,3.0918428209328853e-09,2.3518545817140163e-08,0.23907827563613931,4.546078639211624e-05,3.616602000000001e-05,1.3305194319036526e-08,3.3010488001739086e-05,17.0,Q,1
24,7713087,26.391776886383347,73.69563773850824,1.2224171912266912,1.0954379158648635,7.752003096541631,2.339190943801496,28.306317080442323,2.0897205150964875,0.2084185425757534,0.6868467173779,0.18579225538476474,2.5033334829656333,0.0375202903515963,2.0897205150964875,0.0,0.9230006801359594,0.5491824782835538,6.3895671061156716e-12,24,3.0,4.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,0.0,5.0,5.0,5.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,3468,both,292109.63996985054,5136108.000000001,48.62135135251391,173400.0,1082.0160142243644,277.4399659852155,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.04560863904000001,0.0015397920000000001,3.262492675753683e-05,2.680627725748812e-06,0.00022938739501556524,4.0,5.0,3.0,4.0,5.0,4.5,2.3333333333333335,4.0,0.18243455616000004,6.837725252844728e-05,0.11459506608753894,0.18243455616000004,0.006929064,0.001146936975077826,6.254798026747229e-06,0.00013049970703014733,5.260512000000001e-05,1.998e-06,3.307200043477007e-07,1.803574978877517e-09,3.762967330742426e-08,0.19064731164013476,5.497327325263402e-05,5.260512000000001e-05,1.9716624143150887e-08,3.304356000217386e-05,22.0,V,1
46,7714604,36.61470180218462,45.92173244682181,1.1297779724485717,0.8965456435748744,11.14432708650986,1.8459162224735672,2.1645639747419203,1.8916689579323616,0.4321753946965531,0.8176208811895418,0.0430203562170669,2.708323504324244,0.0326172534064351,1.8916689579323616,0.0,0.8262398646529281,-0.0147553233970188,3.8434161827925996e-12,46,4.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,0.0,2.0,3.0,3.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,4303,both,362441.6899625914,6372743.000000001,60.32804927043465,215150.0,1342.5360176492043,344.23995779538126,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.05658995784000001,0.0019105320000000002,4.048012106046165e-05,3.3260499146185518e-06,0.0002846176357416313,2.5,3.0,3.4,3.0,3.0,2.0,4.0,2.5,0.1414748946,5.725225115481416e-05,0.08531186321361246,0.16976987352000003,0.0038210640000000003,0.000853852907224894,1.3304199658474207e-05,0.00010120030265115412,3.945384000000001e-05,8.880000000000001e-07,1.9843200260862048e-07,3.0918428209328857e-09,2.3518545817140163e-08,0.17455929492953456,4.0566882391246704e-05,3.28782e-05,1.3305194319036524e-08,1.9826136001304314e-05,19.0,S,1
38,7714506,46.627936493897046,50.98243852821511,1.1457962033433575,0.9098222182911728,6.584698390235273,6.885731027772864,17.233121793737837,2.341947306739784,0.3199363169998231,0.8772960706704405,0.18579225538476474,2.604788386697329,0.0177071938952492,2.341947306739784,0.0,0.9056648571554926,0.2935733791791969,6.105345181596118e-12,38,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,2.0,2.0,1.0,5.0,0.0,4.0,5.0,4.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,3743,both,315272.8899674598,5543383.000000001,52.47685066679918,187150.0,1167.8160153523056,299.4399632879647,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.04922524104000001,0.001661892,3.521196679742225e-05,2.893191919687948e-06,0.0002475769952546888,2.75,4.5,3.4,3.3333333333333335,4.0,3.0,3.3333333333333335,3.5,0.13536941286000004,6.644292842830219e-05,0.12355825659050941,0.16408413680000006,0.0049856760000000005,0.0009903079810187551,9.643973065626494e-06,0.00012324188379097788,4.3837600000000015e-05,1.3320000000000001e-06,2.645760034781606e-07,2.5765356841107382e-09,3.292596414399623e-08,0.17019300663787543,4.546967850330629e-05,3.616602000000001e-05,1.7751249914053484e-08,3.3010488001739086e-05,21.0,U,1
25,7713088,30.8295168438794,56.93069976487234,1.209524604522566,0.5671048948297925,4.322152848581951,16.60971800287147,60.64176845127864,2.2271883583199816,0.3028782411332945,0.962643085842402,0.18579225538476474,2.6627826603757883,0.0345401834163151,2.2271883583199816,0.0,0.95554703179224,0.7381642063661333,6.3895674161252446e-12,25,3.0,2.0,3.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,0.0,5.0,5.0,5.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,3121,both,262881.8299728672,4622201.000000001,43.756412217761216,156050.0,973.7520128011076,249.67996938865556,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.04104514488000001,0.001385724,2.9360552598117777e-05,2.4124103610328837e-06,0.00020643542671383482,3.25,5.0,3.8,3.6666666666666665,5.0,3.5,3.6666666666666665,4.0,0.13339672086000004,6.314385752479584e-05,0.1031289507667846,0.15049886456000003,0.0048500340000000005,0.0010321771335691742,8.845504657120574e-06,0.00011744221039247111,4.822136000000001e-05,1.554e-06,3.307200043477008e-07,2.8341892525218118e-09,3.762967330742426e-08,0.15650736340861882,5.014654386690766e-05,4.2741660000000015e-05,2.0231931279973036e-08,3.304356000217385e-05,23.0,W,1
10,7713041,26.38094784285586,65.95189404131911,1.1290284115541005,0.8531458702387359,3.032778537686489,11.715105241127754,65.74529853200586,1.6895318993482225,0.3222224421753072,1.01912272120818,0.18579225538476474,2.69543559586809,0.0339298898957679,1.6895318993482225,0.0,0.9026569203702872,-0.0074828696449793,6.389566438790996e-12,10,3.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,5.0,2.0,3.0,3.0,2.0,0.0,4.0,3.0,4.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,3995,both,336498.84996526904,5916595.000000001,56.00989003843514,199750.0,1246.44001638591,319.59996081630214,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.052539363600000014,0.0017737800000000002,3.758263621578998e-05,3.0879780174067195e-06,0.0002642452834738129,3.0,3.5,3.0,2.6666666666666665,4.0,3.5,4.0,1.5,0.15761809080000005,3.4362933196655923e-05,0.07933753596694765,0.14010496960000002,0.00620823,0.0010569811338952517,1.2351912069626878e-05,5.637395432368497e-05,3.507008000000001e-05,1.554e-06,2.6457600347816064e-07,3.0918428209328857e-09,1.4111127490284098e-08,0.14743890660028858,3.690585897378938e-05,3.9453840000000015e-05,8.601485155608492e-09,1.9859208001739087e-05,20.0,T,1
33,7714501,43.92437183658713,58.04514265485659,1.206274172805194,0.9120644187605448,9.144984107616294,7.467664459809592,128.32104121475055,2.2004238596649794,0.0684856673153546,0.1974413603522686,0.18579225538476474,2.4197135699114245,0.0395410721145155,2.2004238596649794,0.0,0.8263098035671246,-0.4706111824291245,6.3895666829876376e-12,33,4.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,1.0,4.0,5.0,0.0,2.0,1.0,5.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,2814,both,237023.21997553617,4167534.0000000005,39.45227298326821,140700.0,877.9680115419151,225.11997239976827,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.03700770192000001,0.0012494160000000002,2.647247517177297e-05,2.1751114245262854e-06,0.00018612921844688598,3.5,3.0,2.2,3.6666666666666665,5.0,2.0,1.0,4.0,0.12952695672000003,5.403250605580908e-05,0.01896917400611722,0.13569490704000003,0.0024988320000000003,0.0009306460922344299,2.1751114245262854e-06,0.00010588990068709187,4.822136000000001e-05,8.880000000000001e-07,3.307200043477007e-07,7.729607052332215e-10,3.762967330742426e-08,0.13923245014434607,4.9478482638360365e-05,4.602948000000001e-05,1.9201317006328742e-08,6.741000002173852e-06,24.0,X,1
21,7713084,23.61086389888152,84.34444375016737,1.2793209170557098,1.2212680871575603,10.806836744713328,4.376439385148223,112.35423603238505,1.9657641126692675,0.1336000821788497,0.4281912089273121,0.18579225538476474,2.436843908164996,0.0412072074073102,1.9657641126692675,0.0,0.9173562093290012,0.2855491519343551,6.389567744976102e-12,21,2.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,0.0,5.0,5.0,5.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,1942,both,163574.659983117,2876102.0000000005,27.22683515760727,97100.0,605.9040079653159,155.35998095250534,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.025539785760000006,0.000862248,1.8269206390754477e-05,1.5010896895629162e-06,0.00012845164968864698,5.0,5.0,2.8,5.0,5.0,5.0,1.6666666666666667,4.5,0.12769892880000003,4.235662245383334e-05,0.06417059352422164,0.12769892880000003,0.00431124,0.0006422582484432349,2.501816149271527e-06,8.221142875839515e-05,6.575640000000001e-05,2.22e-06,3.307200043477008e-07,1.2882678420553691e-09,4.233338247085229e-08,0.13273714029335093,6.835074165466063e-05,6.575640000000001e-05,2.181082515645383e-08,3.304356000217386e-05,28.0,AB,1
34,7714502,30.741497076680908,56.06792219473802,1.1794017560996175,1.1260413445862378,5.1518839948279735,3.881802338655273,43.21237632111536,2.225024595232741,0.2259456208188104,0.8105335233022262,0.18579225538476474,2.576371711266022,0.0108980673362572,2.225024595232741,0.0,0.9014350439903306,-0.5166481616820329,6.389566496269272e-12,34,3.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,5.0,0.0,4.0,1.0,4.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,4517,both,380466.90996073093,6689677.000000001,63.32832873682391,225850.0,1409.3040185269476,361.3599556964297,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.05940433176000001,0.0020055480000000002,4.249330858240885e-05,3.491463505538461e-06,0.0002987724519277129,2.75,2.5,3.4,2.0,4.0,3.0,3.0,4.0,0.16336191234000003,9.022381242312539e-05,0.030299710783855432,0.11880866352000002,0.006016644000000001,0.0011950898077108516,1.0474390516615383e-05,0.0001699732343296354,2.6302560000000005e-05,1.3320000000000001e-06,2.6457600347816064e-07,2.3188821156996643e-09,3.762967330742426e-08,0.12620084495255712,2.7939084558901288e-05,3.616602000000001e-05,1.9974277711561965e-08,6.707928001739082e-06,18.0,R,1
1,7532204,13.33092410529701,86.94381403041301,1.1182391205724262,2.886070944549088,6.462451187577526,26.718404006064223,319.49832314972207,1.912694388294207,0.2375029789934304,0.5998780407267883,0.18579225538476474,2.9953900973951395,0.0345494079519743,1.912694388294207,0.1829075406578766,0.8815508424449855,0.413887349542886,1.9178771575772922e-13,1,1.0,5.0,1.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,3.0,5.0,2.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,2135,both,179831.04998143914,3161935.0000000005,29.932694676360207,106750.0,666.1200087569256,170.79997905952567,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.028077982800000005,0.0009479400000000001,2.00848381278377e-05,1.6502711056729277e-06,0.00014121744185646823,4.0,3.5,3.0,4.333333333333333,2.0,4.0,3.6666666666666665,2.0,0.11231193120000002,2.3110335154904735e-05,0.07033617444185648,0.12167125880000002,0.0037917600000000004,0.00028243488371293646,6.0509940541340675e-06,4.01696762556754e-05,5.6988880000000005e-05,1.7760000000000002e-06,1.3228800173908032e-07,2.8341892525218113e-09,1.881483665371213e-08,0.12579167435402275,5.8918817027645315e-05,5.260512000000001e-05,1.0824512953116972e-08,3.2944344000869546e-05,26.0,Z,1
6,7712208,21.263701003585187,83.21467126920872,1.1297253385267425,2.224564263437779,5.210458843677946,21.699405912222947,258.6990443949834,1.896851593008224,0.2900208018185816,0.6346823000659727,0.0430203629570503,2.610661759805947,0.0284326293569491,1.896851593008224,0.2206242773820154,0.9313963769975075,-0.1900297356259412,3.861040228397912e-12,6,2.0,5.0,2.0,4.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0,Agave,84.22999999130639,1481.0000000000002,0.0140199975064919,50.0,0.3120000041016045,0.0799999901918153,2034,both,171323.8199823172,3012354.0000000005,28.516674928204523,101700.0,634.6080083426635,162.71998005015234,MEX,MEX,9.66e-09,2.01e-12,both,2.12e-07,1.35e-08,8.88e-09,6.71e-07,6.04e-13,0.026749703520000008,0.000903096,1.9134688876825236e-05,1.5722020744443724e-06,0.00013453689776864468,4.25,3.0,2.8,3.0,4.0,5.0,3.0,2.5,0.11368623996000003,2.6276664207698103e-05,0.0270187773155373,0.08024911056000003,0.0045154800000000005,0.0005381475910745787,4.716606223333117e-06,4.783672219206309e-05,3.9453840000000015e-05,2.2200000000000003e-06,2.6457600347816064e-07,2.3188821156996643e-09,2.3518545817140163e-08,0.08535529147949002,4.196425343141102e-05,5.589294000000002e-05,1.2918713966419913e-08,1.3283568001739084e-05,27.0,AA,1
